employee_id,team_id,department,role_function,manager_id,location_site,period_date,hours_planned,hours_worked,overtime_hours,absence_days,output_units,unit_value,quality_score,error_count,attrition_flag,date_joined,date_left,engagement_score,total_labor_cost,headcount
EMP0055,Team G,Sales,Sales Manager,EMP0392,Branch-East,2025-11-01,160.0,160.4,0.4,3.3,14,2500,64.8,0,False,2025-10-15,,4.06,8372.0,1
EMP0111,Team I,Engineering,Developer,EMP0293,HQ,2025-10-01,160.0,150.5,7.2,1.7,22,0,92.4,2,False,2023-08-02,,3.69,8871.5,1
EMP0114,Team A,Operations,Ops Coordinator,EMP0309,Remote,2026-04-01,160.0,161.3,1.3,1.3,44,35,,0,False,2025-11-30,,3.22,4407.75,1
EMP0491,TEAM B,Sales,Sales Manager,EMP0193,Remote,2026-06-01,160.0,159.7,6.0,6.5,7,2500,88.6,1,False,2023-07-23,,4.13,8772.4,1
EMP0279,Team J,Support,Support Lead,EMP0320,HQ,2026-08-01,160.0,143.8,8.5,0.4,94,60,59.1,1,False,2024-01-02,,3.37,5322.7,1
EMP0226,Team G,Engineering,DevOps Engineer,EMP0392,HQ,2026-07-01,160.0,155.7,3.5,4.6,12,0,77.7,0,False,2025-12-09,,1.22,9335.1,1
EMP0411,Team G,Sales,Account Executive,EMP0100,Remote,2026-08-01,160.0,168.1,8.1,0.4,18,2000,,2,False,2025-11-25,,3.55,7210.0,1
EMP0006,Team E,Engineering,Developer,EMP0351,HQ,2026-05-01,160.0,153.4,1.7,0.7,22,0,77.4,1,False,2023-08-19,,,8577.25,1
EMP0297,Team F,Operations,Ops Coordinator,EMP0185,HQ,2025-09-01,160.0,163.3,3.3,0.9,68,35,81.4,0,False,2022-01-30,,3.07,4542.75,1
EMP0193,Team E,Marketing,Content Creator,,HQ,2025-09-01,160.0,151.8,2.1,,24,150,46.9,4,False,2023-03-18,,4.41,4648.5,1
EMP0266,Team I,Operations,Ops Coordinator,EMP0033,HQ,2026-01-01,160.0,160.0,5.6,0.3,77,35,42.3,0,False,2024-05-19,,3.99,4546.8,1
EMP0499,Team C,marketing,Marketing Specialist,EMP0177,HQ,2026-04-01,160.0,161.5,1.5,2.9,7,300,49.8,7,False,2025-03-25,,4.07,5403.75,1
EMP0109,Team G,Engineering,DevOps Engineer,EMP0450,HQ,2025-11-01,160.0,152.9,25.3,1.2,16,0,69.0,2,False,2023-03-05,,3.86,11069.3,1
EMP0300,Team J,Engineering,QA Engineer,EMP0480,HQ,2026-08-01,160.0,155.6,3.6,0.0,29,0,54.2,0,False,2024-10-03,,2.84,6762.0,1
EMP0325,Team B,Marketing,Content Creator,EMP0376,Remote,2025-09-01,160.0,161.1,1.1,0.4,20,150,82.7,0,False,2024-06-07,,,4882.5,1
EMP0318,Team G,Engineering,QA Engineer,EMP0450,Remote,2025-10-01,160.0,159.6,3.6,1.5,22,0,58.6,0,False,2022-01-13,,3.99,6930.0,1
EMP0095,Team D,Operations,Ops Analyst,EMP0177,Branch-West,2025-12-01,160.0,161.9,2.2,0.0,47,40,79.9,1,False,2024-03-12,,3.84,5286.4,1
EMP0109,Team G,Engineering,DevOps Engineer,EMP0450,HQ,2026-01-01,160.0,168.9,8.9,0.6,18,0,78.6,0,False,2023-03-05,,2.78,10570.5,1
EMP0019,Team G,Sales,Account Executive,EMP0006,HQ,2026-02-01,160.0,169.0,24.4,4.4,19,2000,89.6,0,False,2025-03-26,,3.86,8224.0,1
EMP0384,Team G,Marketing,Marketing Specialist,EMP0480,HQ,2025-11-01,160.0,169.1,9.1,1.0,12,300,66.9,1,False,2025-06-13,,3.9,6030.75,1
EMP0208,Team H,Support,Support Lead,EMP0376,HQ,2026-04-01,160.0,165.4,6.3,0.9,93,60,78.5,0,False,2022-11-05,,2.69,5944.9,1
EMP0225,Team I,Engineering,Data Engineer,EMP0351,HQ,2026-06-01,160.0,157.8,19.8,0.2,20,0,,0,False,2021-12-22,,3.69,11250.0,1
EMP0371,Team H,Engineering,QA Engineer,EMP0225,Branch-East,2026-07-01,160.0,155.8,3.6,2.8,19,0,49.9,1,False,2024-02-11,,2.96,6770.4,1
EMP0495,Team E,Sales,Sales Manager,EMP0476,Remote,2026-01-01,160.0,160.0,7.7,0.3,11,2500,75.9,6,False,2025-09-22,,4.06,8920.6,1
EMP0202,Team F,Engineering,QA Engineer,EMP0434,HQ,2026-08-01,160.0,155.2,21.5,1.2,27,0,79.1,1,False,2025-07-01,,4.48,7872.9,1
EMP0391,Team G,Marketing,Marketing Specialist,EMP0293,Remote,2025-11-01,160.0,144.4,23.8,2.3,10,300,56.1,0,False,2023-05-28,,3.27,5943.3,1
EMP0149,Team J,Engineering,QA Engineer,EMP0071,,2026-04-01,160.0,150.1,12.6,1.3,33,0,26.7,0,False,2022-08-29,,3.04,7098.0,1
EMP0373,TEAM B,Engineering,QA Engineer,EMP0006,HQ,2026-04-01,160.0,156.6,5.0,2.7,27,0,57.0,4,False,2021-12-23,,4.85,6892.2,1
EMP0022,Team E,Engineering,QA Engineer,EMP0245,Remote,2026-06-01,160.0,161.4,1.4,0.3,22,0,85.6,3,False,2023-06-03,,3.93,6867.0,1
EMP0342,Team G,Sales,SDR,EMP0061,Branch-West,2026-06-01,160.0,160.4,4.8,,31,150,72.8,0,False,2023-09-30,,5.0,4692.8,1
EMP0192,Team G,Marketing,Marketing Specialist,EMP0457,HQ,2025-09-01,160.0,161.0,1.0,0.3,8,300,92.4,3,False,2024-01-17,,3.74,5362.5,1
EMP0394,Team F,Operations,Ops Coordinator,EMP0259,Remote,2026-05-01,160.0,160.1,0.1,6.8,60,35,71.9,16,False,2025-03-27,,3.78,4326.75,1
EMP0455,Team B,Engineering,DevOps Engineer,EMP0251,Remote,2026-05-01,160.0,161.5,1.5,1.2,15,0,92.9,2,False,2025-01-25,,3.91,9497.5,1
EMP0141,Team B,Marketing,Marketing Specialist,EMP0318,Remote,2026-03-01,160.0,157.3,8.0,0.3,8,300,,5,False,2025-10-26,,2.87,5586.9,1
EMP0218,Team D,Operations,Ops Coordinator,EMP0147,HQ,2026-01-01,160.0,149.3,6.5,3.1,42,35,81.8,1,False,2022-05-08,,3.1,4294.35,1
EMP0071,Team E,Operations,Ops Analyst,EMP0193,HQ,2026-01-01,160.0,158.0,2.4,0.4,68,40,57.8,0,False,2022-11-07,,3.46,5171.2,1
EMP0113,Team F,Marketing,Content Creator,EMP0476,Remote,2026-06-01,160.0,156.1,2.3,0.6,18,150,50.3,5,False,2025-12-11,,4.53,4786.5,1
EMP0439,Team J,Support,Support Agent,EMP0147,Branch-East,2025-09-01,160.0,147.0,0.3,0.2,114,50,79.9,0,True,2022-11-12,2026-03-22,3.55,3538.8,1
EMP0301,Team I,Engineering,DevOps Engineer,EMP0450,Remote,2025-09-01,160.0,164.6,4.6,2.7,13,0,82.8,1,False,2022-05-13,,4.11,9947.0,1
EMP0177,Team A,Support,Support Agent,EMP0351,HQ,2026-05-01,160.0,160.9,3.8,,109,50,89.4,2,False,2023-11-30,,3.11,3998.4,1
EMP0294,Team C,Sales,Account Executive,EMP0318,Remote,2025-10-01,160.0,160.7,6.7,1.4,16,2000,70.2,0,False,2023-01-18,,3.54,6830.0,1
EMP0105,Team F,Marketing,Marketing Specialist,EMP0303,HQ,2025-12-01,160.0,163.9,3.9,1.9,11,300,75.8,0,False,2022-11-12,,2.98,5601.75,1
EMP0424,Team G,Sales,Account Executive,EMP0471,Remote,2026-04-01,160.0,149.0,3.0,0.9,11,2000,42.9,1,False,2025-03-25,,3.21,6140.0,1
EMP0226,Team G,Engineering,DevOps Engineer,EMP0392,HQ,2026-05-01,160.0,162.3,2.3,6.5,16,0,72.6,4,False,2025-12-09,,3.25,9613.5,1
EMP0032,Team A,Engineering,QA Engineer,EMP0351,Branch-West,2025-10-01,160.0,168.1,8.1,0.5,35,0,77.1,0,False,2024-01-28,,3.73,7570.5,1
EMP0228,Team C,Sales,SDR,EMP0476,Remote,2026-08-01,160.0,166.5,6.5,,38,150,84.8,0,False,2021-12-21,,4.61,4935.0,1
EMP0142,Team E,Engineering,Developer,EMP0457,Branch-West,2026-04-01,160.0,139.9,5.1,0.2,23,0,56.9,3,False,2025-03-29,,4.39,8115.25,1
EMP0105,Team F,Marketing,Marketing Specialist,EMP0303,HQ,2025-11-01,160.0,161.2,9.0,2.5,11,300,67.4,3,False,2022-11-12,,3.56,5765.1,1
EMP0216,Team G,Engineering,DevOps Engineer,EMP0293,Remote,2025-12-01,160.0,160.2,1.9,0.4,8,0,73.7,2,False,2025-01-28,,3.86,9456.9,1
EMP0423,Team D,Engineering,QA Engineer,EMP0277,,2026-02-01,160.0,164.7,4.7,5.8,23,0,86.1,8,False,2022-02-23,,4.44,7213.5,1
EMP0175,Team D,Support,Support Lead,EMP0344,HQ,2025-11-01,160.0,159.0,1.5,0.8,99,60,59.6,0,False,2022-10-14,,3.51,5482.5,1
EMP0323,Team C,Support,Support Agent,EMP0071,Remote,2026-04-01,160.0,160.7,13.8,4.3,85,50,41.2,15,False,2023-12-31,,3.9,4353.6,1
EMP0389,Team A,Operations,Ops Analyst,EMP0006,HQ,2026-05-01,160.0,170.4,10.4,2.7,60,40,58.1,0,False,2025-05-01,,3.57,5952.0,1
EMP0278,Team G,Support,Support Agent,EMP0199,Remote,2025-12-01,160.0,166.8,31.4,0.4,67,50,84.9,5,False,2024-09-27,,3.72,5133.6,1
EMP0333,Team A,Engineering,QA Engineer,EMP0480,Branch-West,2025-12-01,160.0,170.0,10.0,4.6,23,0,65.3,0,False,2022-09-22,,3.48,7770.0,1
EMP0347,Team B,Support,Support Agent,EMP0453,HQ,2025-10-01,160.0,163.3,3.3,1.4,134,50,77.6,1,False,2023-01-12,,3.79,4038.0,1
EMP0355,Team D,Engineering,Data Engineer,EMP0193,Remote,2025-10-01,160.0,156.7,2.5,0.4,15,0,84.3,0,False,2022-01-13,,4.23,9627.0,1
EMP0151,Team J,Marketing,Marketing Specialist,EMP0245,Remote,2025-12-01,160.0,158.2,0.7,0.3,11,300,61.0,1,False,2024-07-08,,3.8,5255.25,1
EMP0191,Team E,Engineering,QA Engineer,EMP0147,Remote,2026-02-01,160.0,162.5,2.5,0.5,27,0,50.7,0,False,2023-11-14,,4.16,6982.5,1
EMP0045,Team H,Engineering,DevOps Engineer,EMP0225,Remote,2026-02-01,160.0,149.5,4.3,1.0,14,0,71.6,6,False,2023-02-23,,2.18,9045.1,1
EMP0487,Team H,Engineering,QA Engineer,EMP0355,Remote,2026-07-01,160.0,160.5,1.6,0.8,25,0,64.8,4,True,2022-10-01,2026-07-11,3.39,6841.8,1
EMP0401,Team D,Engineering,Data Engineer,EMP0071,HQ,2026-06-01,160.0,161.4,1.4,2.3,15,0,72.5,1,False,2023-05-29,,3.62,9810.0,1
EMP0304,Team F,Support,Support Lead,EMP0457,HQ,2026-01-01,160.0,144.7,0.2,0.9,124,60,62.7,0,False,2022-04-22,,3.2,4930.0,1
EMP0290,Team B,Sales,Sales Manager,EMP0453,Remote,2026-03-01,160.0,164.6,5.0,0.3,13,2500,82.8,5,False,2022-01-31,,2.6,8949.2,1
EMP0036,Team H,Operations,Ops Analyst,EMP0296,Branch-East,2026-08-01,160.0,168.3,11.2,2.7,58,40,73.3,0,False,2023-07-24,,3.4,5923.2,1
EMP0218,Team D,Operations,Ops Coordinator,EMP0147,HQ,2026-05-01,160.0,160.3,0.3,1.0,84,35,67.9,0,False,2022-05-08,,3.5,4340.25,1
EMP0114,Team A,Operations,Ops Coordinator,EMP0309,Remote,2026-06-01,160.0,162.7,2.7,2.3,76,35,92.5,0,False,2025-11-30,,3.21,4502.25,1
EMP0401,Team D,Engineering,Data Engineer,EMP0071,HQ,2026-02-01,160.0,158.9,13.1,1.1,11,0,,1,False,2023-05-29,,3.52,10713.0,1
EMP0215,Team I,Support,Support Agent,EMP0193,Branch-East,2026-08-01,160.0,159.8,4.8,,132,50,72.1,2,False,2022-11-10,,2.77,4008.0,1
EMP0182,Team H,Engineering,Developer,EMP0217,Branch-East,2025-11-01,160.0,148.6,2.4,3.2,13,0,81.5,1,False,2025-08-26,,,8371.0,1
EMP0106,Team J,Engineering,Data Engineer,EMP0309,HQ,2026-07-01,160.0,138.8,7.3,1.6,9,0,77.2,8,False,2025-03-01,,2.87,8985.0,1
EMP0247,Team J,  Sales  ,Sales Manager,EMP0476,Remote,2025-12-01,160.0,151.7,1.4,1.2,5,2500,85.1,2,False,2025-10-10,,5.0,7997.6,1
EMP0002,Team D,Marketing,Marketing Specialist,EMP0344,,2026-08-01,160.0,155.1,3.5,3.0,17,300,67.2,0,False,2022-03-21,,3.72,5291.55,1
EMP0206,Team C,Engineering,DevOps Engineer,EMP0476,HQ,2026-06-01,160.0,166.9,6.9,8.2,19,0,86.7,0,False,2025-06-19,,3.85,10280.5,1
EMP0164,Team E,Sales,Sales Manager,EMP0422,Remote,2026-06-01,160.0,162.8,18.5,4.8,9,2500,70.8,1,False,2023-03-02,,4.36,9908.6,1
EMP0267,Team F,Support,Support Agent,EMP0185,Remote,2026-03-01,160.0,150.4,0.7,1.5,141,50,63.3,1,False,2025-11-23,,2.47,3634.8,1
EMP0409,Team D,Marketing,Marketing Specialist,EMP0320,Branch-East,2026-07-01,160.0,170.0,10.8,1.9,12,300,90.0,2,False,2023-07-23,,3.45,6144.6,1
EMP0287,Team D,Sales,SDR,EMP0033,Branch-West,2026-07-01,160.0,160.9,0.9,1.7,34,150,75.1,1,False,2025-01-08,,2.93,4543.0,1
EMP0414,Team A,Sales,SDR,EMP0225,Remote,2026-03-01,160.0,146.6,3.8,0.4,45,150,65.0,1,False,2024-03-18,,3.89,4264.4,1
EMP0248,Team H,Marketing,Marketing Specialist,EMP0061,HQ,2025-10-01,160.0,152.9,7.7,0.7,14,300,66.4,0,False,2022-06-20,,4.43,5426.85,1
EMP0233,team d,Sales,Sales Manager,EMP0218,Branch-West,2025-09-01,160.0,164.9,4.9,0.2,12,2500,84.0,0,True,2022-03-08,2026-03-31,2.52,8957.0,1
EMP0046,Team A,Support,Support Agent,EMP0162,HQ,2026-08-01,160.0,170.9,10.9,3.1,131,50,76.3,1,False,2025-11-19,,,4494.0,1
EMP0108,Team J,Operations,Ops Analyst,EMP0061,Branch-East,2025-10-01,160.0,156.6,11.6,0.7,77,40,77.2,0,False,2022-03-17,,3.85,5568.0,1
EMP0009,Team C,Support,Support Lead,EMP0061,,2025-11-01,160.0,158.9,20.6,1.1,68,60,83.6,3,False,2025-06-23,,2.01,6453.2,1
EMP0143,Team G,Sales,SDR,EMP0047,HQ,2026-07-01,160.0,149.4,0.1,0.1,38,150,80.0,3,False,2022-05-23,,3.18,4187.4,1
EMP0394,Team F,Operations,Ops Coordinator,EMP0259,Remote,2026-01-01,160.0,149.6,9.6,1.0,55,35,56.9,2,False,2025-03-27,,4.21,4428.0,1
EMP0028,Team A,  Sales  ,Account Executive,EMP0047,Remote,2026-05-01,160.0,161.9,21.8,1.2,17,2000,95.5,0,False,2024-12-15,,4.1,7784.0,1
EMP0249,Team I,Marketing,Content Creator,EMP0035,Remote,2026-02-01,160.0,161.4,1.4,5.4,18,150,72.6,1,False,2023-06-24,,4.6,4905.0,1
EMP0047,Team C,Sales,Account Executive,EMP0450,Remote,2025-10-01,160.0,165.0,5.0,0.4,16,2000,78.4,0,False,2023-12-23,,3.98,6900.0,1
EMP0021,Team H,Support,Support Agent,EMP0035,Branch-East,2026-03-01,160.0,161.7,1.7,,138,50,83.2,0,False,2023-09-07,,4.36,3942.0,1
EMP0258,Team I,Support,Support Agent,EMP0210,Branch-East,2026-03-01,160.0,153.4,2.3,1.2,146,50,81.6,0,False,2025-07-29,,3.64,3764.4,1
EMP0138,Team F,Support,Support Lead,EMP0245,Remote,2025-09-01,160.0,155.8,0.6,1.5,60,60,78.8,2,False,2024-02-26,,3.16,5327.8,1
EMP0023,Team E,Engineering,QA Engineer,EMP0147,Remote,2026-03-01,160.0,161.4,1.4,2.0,29,0,81.5,2,False,2023-07-21,,3.4,6867.0,1
EMP0285,Team C,Sales,Account Executive,EMP0035,HQ,2025-12-01,160.0,161.9,10.9,2.7,11,2000,79.0,0,False,2024-09-15,,2.2,7130.0,1
EMP0060,Team J,Sales,Sales Manager,EMP0296,Remote,2026-07-01,160.0,165.7,6.0,0.5,10,2500,36.7,0,False,2025-12-17,,3.41,9084.4,1
EMP0449,Team F,Sales,Sales Manager,EMP0450,HQ,2025-12-01,160.0,142.7,4.9,0.8,10,2500,76.7,9,False,2025-01-09,,2.6,7802.6,1
EMP0225,Team I,Engineering,Data Engineer,EMP0351,HQ,2026-07-01,160.0,162.0,2.0,,14,0,96.0,1,False,2021-12-22,,3.73,9900.0,1
EMP0414,Team A,Sales,SDR,EMP0225,Remote,2026-01-01,160.0,159.0,1.7,1.9,38,150,82.1,10,False,2024-03-18,,3.66,4523.4,1
EMP0229,Team C,Marketing,Marketing Specialist,EMP0449,HQ,2025-10-01,160.0,149.2,7.3,,13,300,89.1,1,False,2024-07-13,,1.96,5284.95,1
EMP0068,Team J,Operations,Ops Analyst,EMP0434,Remote,2025-09-01,160.0,160.0,24.2,0.3,46,40,89.9,1,False,2024-04-02,,3.33,6281.6,1
EMP0334,Team G,Engineering,DevOps Engineer,EMP0450,Branch-East,2026-02-01,160.0,145.4,0.5,0.5,14,0,71.7,0,False,2023-08-04,,3.48,8476.7,1
EMP0229,Team C,Marketing,Marketing Specialist,EMP0449,HQ,2025-12-01,160.0,166.4,6.7,0.7,9,300,96.6,1,False,2024-07-13,,3.31,5822.85,1
EMP0478,Team C,Sales,Account Executive,EMP0457,HQ,2026-05-01,160.0,161.7,2.9,0.6,16,2000,55.0,3,False,2025-12-26,,3.48,6642.0,1
EMP0331,Team E,Sales,SDR,EMP0449,Branch-West,2026-06-01,160.0,161.9,1.9,0.9,36,150,61.6,3,False,2025-01-10,,3.57,4613.0,1
EMP0401,Team D,Engineering,Data Engineer,EMP0071,HQ,2026-08-01,160.0,160.6,0.6,0.6,20,0,71.9,0,False,2023-05-29,,3.44,9690.0,1
EMP0355,Team D,Engineering,Data Engineer,EMP0193,Remote,2025-11-01,160.0,154.4,1.8,1.5,23,0,37.3,2,False,2022-01-13,,3.59,9426.0,1
EMP0080,Team E,Engineering,Developer,EMP0422,Remote,2025-10-01,160.0,163.8,3.8,1.1,24,0,89.2,2,False,2024-11-08,,3.49,9322.5,1
EMP0350,  Team B  ,Support,Support Lead,EMP0167,HQ,2025-12-01,160.0,152.3,0.4,3.9,79,60,73.4,3,False,2024-03-17,,,5198.6,1
EMP0354,Team C,Engineering,QA Engineer,EMP0422,Branch-East,2026-05-01,160.0,155.5,27.5,2.9,27,0,41.1,0,False,2023-12-07,,3.94,8263.5,1
EMP0392,Team I,Sales,Account Executive,EMP0351,Branch-West,2026-08-01,160.0,160.4,0.4,3.6,15,2000,82.4,0,False,2023-03-21,,2.61,6440.0,1
EMP0332,Team G,Operations,Ops Analyst,EMP0476,HQ,2025-11-01,160.0,163.2,3.2,1.9,61,40,62.1,0,False,2022-09-30,,2.91,5376.0,1
EMP0490,Team I,marketing,Marketing Specialist,EMP0199,Remote,2025-12-01,160.0,160.0,3.8,,8,300,87.9,3,False,2024-07-08,,3.62,5468.1,1
EMP0070,Team J,Marketing,Content Creator,EMP0006,Branch-West,2026-01-01,160.0,143.6,6.2,,21,150,93.6,4,False,2025-03-03,,3.68,4587.0,1
EMP0329,Team B,Sales,SDR,EMP0006,Remote,2026-04-01,160.0,150.0,4.3,4.7,56,150,87.7,6,False,2026-01-16,,,4380.6,1
EMP0308,Team B,sales,Sales Manager,EMP0177,HQ,2025-12-01,160.0,163.0,11.6,1.6,9,2500,71.0,0,False,2025-11-07,,3.76,9380.8,1
EMP0392,Team I,Sales,Account Executive,EMP0351,Branch-West,2026-05-01,160.0,139.5,12.3,2.8,11,2000,85.4,0,False,2023-03-21,,4.13,6318.0,1
EMP0217,Team I,Sales,Account Executive,EMP0480,Branch-West,2026-05-01,160.0,140.7,2.7,,17,2000,92.8,0,False,2025-12-23,,2.82,5790.0,1
EMP0363,Team E,Sales,Sales Manager,EMP0277,HQ,2025-10-01,160.0,146.4,1.0,2.6,8,2500,71.1,4,False,2022-06-02,,,7690.8,1
EMP0184,Team E,Marketing,Marketing Specialist,EMP0100,HQ,2025-10-01,160.0,144.6,10.5,0.1,12,300,91.5,0,False,2025-08-01,,2.59,5291.55,1
EMP0049,Team C,Sales,SDR,EMP0225,Remote,2026-07-01,160.0,148.9,13.5,0.4,44,150,62.7,3,False,2025-12-31,,3.3,4736.2,1
EMP0168,Team C,Engineering,DevOps Engineer,EMP0392,HQ,2026-05-01,160.0,161.1,1.1,2.2,14,0,60.0,0,False,2025-06-23,,4.22,9439.5,1
EMP0223,Team B,ENGINEERING,QA Engineer,EMP0071,HQ,2026-01-01,160.0,145.4,10.1,2.5,35,0,84.9,0,False,2022-12-17,,3.61,6743.1,1
EMP0339,Team H,Sales,Account Executive,EMP0035,HQ,2025-10-01,160.0,152.7,2.7,2.2,15,2000,75.5,0,False,2024-04-19,,3.05,6270.0,1
EMP0232,Team H,sales,Sales Manager,EMP0318,HQ,2026-04-01,160.0,165.1,13.1,6.7,11,2500,75.6,0,False,2023-10-14,,3.9,9607.0,1
EMP0080,Team E,Engineering,Developer,EMP0422,Remote,2026-01-01,160.0,162.6,2.6,,23,0,93.1,4,False,2024-11-08,,2.99,9157.5,1
EMP0053,Team B,Marketing,Marketing Specialist,EMP0100,Remote,2025-10-01,160.0,161.8,1.8,0.6,14,300,70.3,0,False,2022-09-20,,2.5,5428.5,1
EMP0053,Team B,Marketing,Marketing Specialist,EMP0100,Remote,2025-11-01,160.0,151.9,6.2,4.4,10,300,76.6,4,False,2022-09-20,,4.13,5319.6,1
EMP0292,Team A,Engineering,QA Engineer,EMP0225,,2025-09-01,160.0,170.2,10.2,0.4,22,0,46.3,0,False,2023-01-21,,3.99,7791.0,1
EMP0408,Team A,Engineering,Data Engineer,EMP0301,Branch-West,2026-05-01,160.0,149.7,9.5,0.1,14,0,50.1,3,False,2022-03-01,,3.53,9837.0,1
EMP0240,Team E,Engineering,DevOps Engineer,EMP0259,Branch-East,2025-12-01,160.0,158.8,6.3,1.1,11,0,80.8,3,False,2025-10-21,,3.04,9758.5,1
EMP0221,Team D,Support,Support Agent,EMP0420,,2025-10-01,160.0,157.9,3.9,1.0,115,50,49.0,1,False,2022-04-21,,2.7,3930.0,1
EMP0483,Team J,Sales,Account Executive,EMP0392,HQ,2026-05-01,160.0,160.9,0.9,3.2,19,2000,69.9,0,True,2024-12-03,2026-07-15,3.6,6490.0,1
EMP0368,Team D,  Marketing  ,Content Creator,EMP0449,HQ,2025-10-01,160.0,144.1,2.4,0.3,21,150,99.1,2,False,2025-05-23,,3.0,4431.0,1
EMP0473,Team H,Engineering,Developer,EMP0071,HQ,2026-06-01,160.0,163.3,3.3,1.1,27,0,78.1,2,False,2025-08-28,,4.04,9253.75,1
EMP0290,Team B,Sales,Sales Manager,EMP0453,Remote,2025-10-01,160.0,161.8,1.8,,9,2500,70.7,1,False,2022-01-31,,3.35,8554.0,1
EMP0151,team j,Marketing,Marketing Specialist,EMP0245,Remote,2026-06-01,160.0,159.4,17.9,7.5,13,300,49.0,0,False,2024-07-08,,4.17,6146.25,1
EMP0187,Team C,Operations,Ops Analyst,EMP0351,HQ,2026-02-01,160.0,165.3,5.3,0.5,72,40,90.9,2,False,2025-09-30,,3.4,5544.0,1
EMP0066,Team D,Sales,Account Executive,EMP0167,HQ,2025-12-01,160.0,149.5,11.6,0.1,13,2000,95.1,2,True,2023-03-26,2026-01-05,2.51,6676.0,1
EMP0482,Team H,Support,Support Lead,EMP0450,Remote,2026-08-01,160.0,145.4,15.6,0.1,86,60,59.1,2,False,2024-06-22,,3.76,5739.2,1
EMP0402,Team H,Marketing,Marketing Specialist,EMP0085,Branch-West,2025-10-01,160.0,159.1,11.6,1.1,10,300,80.6,7,False,2022-02-23,,3.35,5824.5,1
EMP0037,Team I,Sales,Account Executive,EMP0277,Remote,2026-05-01,160.0,152.8,4.0,1.1,16,2000,78.5,1,False,2022-07-03,,2.92,6352.0,1
EMP0272,Team J,Operations,Ops Analyst,EMP0167,HQ,2026-03-01,160.0,150.2,4.7,1.3,80,40,90.0,5,False,2025-10-20,,3.31,5032.0,1
EMP0012,Team H,Marketing,Marketing Specialist,EMP0100,Branch-West,2025-09-01,160.0,161.0,1.0,0.1,11,300,81.7,0,False,2022-11-03,,3.53,5362.5,1
EMP0433,Team E,Support,Support Agent,EMP0100,Branch-West,2026-02-01,160.0,162.1,2.1,0.7,96,50,51.6,0,False,2022-08-29,,2.67,3966.0,1
EMP0315,Team A,Operations,Ops Analyst,EMP0210,Remote,2026-04-01,160.0,158.8,1.8,2.2,80,40,86.1,1,False,2026-01-11,,3.61,5168.0,1
EMP0221,Team D,Support,Support Agent,EMP0420,HQ,2026-07-01,160.0,157.8,26.9,0.6,111,50,86.1,2,False,2022-04-21,,3.27,4755.6,1
EMP0367,  Team I  ,Marketing,Content Creator,EMP0061,Remote,2025-09-01,160.0,155.1,3.0,0.2,20,150,47.9,0,False,2021-09-10,,4.36,4788.0,1
EMP0161,Team E,Sales,Account Executive,EMP0277,Branch-West,2025-12-01,160.0,165.0,6.4,7.3,16,2000,94.1,2,False,2021-09-11,,3.38,6984.0,1
EMP0300,Team J,Engineering,QA Engineer,EMP0480,HQ,2026-03-01,160.0,165.6,5.6,3.0,31,0,89.3,5,False,2024-10-03,,,7308.0,1
EMP0098,Team J,Sales,SDR,EMP0162,Branch-West,2025-11-01,160.0,157.9,1.2,0.8,41,150,,2,False,2022-07-17,,2.86,4471.6,1
EMP0252,Team G,Sales,Account Executive,EMP0033,HQ,2025-09-01,160.0,133.8,9.3,1.3,15,2000,59.7,1,False,2025-06-22,,4.28,5910.0,1
EMP0367,Team I,Marketing,Content Creator,EMP0061,Remote,2026-02-01,160.0,158.0,4.2,1.4,22,150,80.0,1,False,2021-09-10,,4.66,4929.0,1
EMP0290,team b,Sales,Sales Manager,EMP0453,Remote,2025-11-01,160.0,153.9,5.2,0.4,11,2500,81.0,0,False,2022-01-31,,4.23,8408.4,1
EMP0389,Team A,Operations,Ops Analyst,EMP0006,HQ,2025-09-01,160.0,161.9,1.9,0.1,61,40,77.6,0,False,2025-05-01,,3.96,5272.0,1
EMP0314,Team E,Marketing,Content Creator,EMP0422,Remote,2026-08-01,160.0,154.9,2.3,3.8,17,150,85.1,1,False,2025-11-14,,3.67,4750.5,1
EMP0241,Team I,Marketing,Content Creator,EMP0251,HQ,2026-06-01,160.0,162.8,2.8,1.2,19,150,64.6,1,False,2021-12-06,,5.0,5010.0,1
EMP0471,Team D,Engineering,QA Engineer,EMP0147,Branch-East,2026-07-01,160.0,153.0,1.2,2.5,28,0,83.3,0,False,2024-07-01,,3.49,6501.6,1
EMP0430,Team I,Engineering,Data Engineer,EMP0318,HQ,2026-08-01,160.0,172.3,18.6,0.2,17,0,60.5,0,False,2025-11-18,,4.29,12012.0,1
EMP0218,Team D,Operations,Ops Coordinator,EMP0147,HQ,2026-07-01,160.0,153.1,4.1,3.8,75,35,71.4,2,False,2022-05-08,,4.94,4299.75,1
EMP0384,Team G,Marketing,Marketing Specialist,EMP0480,HQ,2025-12-01,160.0,161.4,1.4,,8,300,78.1,1,False,2025-06-13,,3.78,5395.5,1
EMP0258,Team I,SUPPORT,Support Agent,EMP0210,Branch-East,2026-01-01,160.0,155.5,2.0,8.5,101,50,68.9,4,False,2025-07-29,,3.3,3804.0,1
EMP0204,Team G,Marketing,Content Creator,EMP0035,Remote,2025-10-01,160.0,159.5,3.5,0.3,19,150,66.8,1,False,2023-12-04,,,4942.5,1
